time	m=0	m=1	m=2	m=2	m=4	m=5	m=5	m=7	m=8
0	5.05164e-16	5.10392e-16	3.49091e-17	1.46656e-16	2.05172e-16	1.26581e-16	2.37603e-16	1.79296e-16	1.27165e-16
0.00909282	1.59968e-13	4.57011e-09	4.4799e-15	1.74575e-16	1.33633e-16	3.42763e-16	1.07229e-16	9.74182e-17	1.12202e-16
0.0181856	1.21165e-12	1.63532e-08	3.49433e-15	2.68696e-16	2.0534e-15	2.66499e-16	5.14847e-16	1.52995e-16	4.40284e-16
0.0272785	3.68259e-12	3.07235e-08	3.70862e-14	2.01117e-16	9.80286e-15	3.42458e-16	2.14572e-15	4.98633e-16	7.81149e-16
0.0363713	7.59539e-12	4.29366e-08	1.80061e-13	4.57222e-16	2.57002e-14	3.00097e-16	5.66629e-15	2.60368e-16	1.69147e-15
0.0454641	1.25807e-11	5.03626e-08	5.06524e-13	2.45841e-16	4.2641e-14	2.84781e-16	9.64062e-15	1.41423e-16	2.90548e-15
0.0545569	1.81349e-11	5.31293e-08	9.3764e-13	6.60917e-16	5.49235e-14	8.54462e-17	1.16321e-14	4.57866e-16	3.31856e-15
0.0636498	2.38319e-11	5.32386e-08	1.35421e-12	6.85626e-16	5.69283e-14	1.40513e-16	1.0728e-14	2.11223e-17	3.32993e-15
0.0727426	2.94432e-11	5.30388e-08	1.64511e-12	5.68532e-16	5.77291e-14	2.49823e-16	8.58421e-15	3.10639e-16	2.84985e-15
0.0818354	3.51313e-11	5.39533e-08	1.82688e-12	3.44384e-16	6.80654e-14	1.26254e-16	1.07708e-14	2.7051e-16	1.11739e-15
0.0909282	4.09669e-11	5.61118e-08	1.97771e-12	3.61176e-16	7.21397e-14	2.69577e-16	1.1144e-14	3.72786e-16	2.66195e-16
0.100021	4.7033e-11	5.88998e-08	2.20671e-12	5.04717e-16	7.8693e-14	2.60734e-16	9.3128e-15	5.04095e-16	1.29185e-15
0.109114	5.34544e-11	6.1697e-08	2.45921e-12	5.40962e-16	9.41598e-14	4.58806e-16	1.17384e-14	3.4308e-16	2.54002e-15
0.118207	6.01053e-11	6.4235e-08	2.80577e-12	5.87306e-16	9.58725e-14	1.43966e-16	7.3386e-15	2.59278e-16	2.13892e-15
0.1273	6.69981e-11	6.65764e-08	3.1488e-12	6.48643e-16	1.03705e-13	3.12422e-16	4.77228e-15	3.86718e-16	1.20308e-16
0.136392	7.4195e-11	6.89262e-08	3.46632e-12	7.86282e-16	1.08788e-13	3.23456e-16	7.85113e-15	1.21714e-16	1.17035e-15
0.145485	8.15747e-11	7.14559e-08	3.82448e-12	3.29782e-16	8.96149e-14	2.8956e-16	8.19056e-15	5.86971e-16	7.68581e-16
0.154578	8.92511e-11	7.42306e-08	4.14248e-12	1.29124e-15	6.75282e-14	3.98033e-16	1.62447e-14	1.15961e-16	1.13644e-15
0.163671	9.72706e-11	7.72269e-08	4.449e-12	9.64831e-16	5.01037e-14	5.21161e-16	1.86796e-14	4.5176e-16	2.28996e-15
0.172764	1.05517e-10	8.03864e-08	4.82267e-12	5.24394e-16	1.91819e-14	7.98546e-17	1.46388e-14	4.26259e-16	8.87281e-16
0.181856	1.14164e-10	8.36668e-08	5.12692e-12	5.05101e-16	3.4058e-14	4.61549e-16	1.57388e-14	5.59672e-16	1.6864e-15
0.190949	1.23169e-10	8.70666e-08	5.45524e-12	3.09115e-16	5.06253e-14	5.09773e-16	1.33975e-14	6.43702e-16	2.51494e-15
0.200042	1.32438e-10	9.0612e-08	5.82045e-12	6.39381e-16	6.52668e-14	1.09913e-17	6.7392e-15	4.56274e-16	1.37363e-15
0.209135	1.42179e-10	9.43278e-08	6.09592e-12	7.94978e-16	9.14565e-14	8.92596e-16	1.3012e-14	3.98695e-16	5.87037e-16
0.218228	1.52288e-10	9.8228e-08	6.4667e-12	3.77946e-16	9.36183e-14	6.32402e-16	1.23526e-14	4.14864e-16	7.95172e-16
0.227321	1.62733e-10	1.02323e-07	6.71111e-12	4.1744e-16	9.74581e-14	4.65312e-16	1.59993e-14	7.98667e-16	1.24108e-15
0.236413	1.73724e-10	1.06622e-07	6.81494e-12	7.40661e-16	1.1522e-13	2.27874e-16	2.27942e-14	7.87256e-16	3.99775e-15
0.245506	1.85094e-10	1.11122e-07	6.88919e-12	2.10669e-16	1.06093e-13	5.60981e-16	1.85132e-14	1.19332e-15	4.37918e-15
0.254599	1.96916e-10	1.15818e-07	6.93004e-12	6.2979e-16	1.11667e-13	3.42865e-16	1.73293e-14	6.26934e-16	1.00359e-15
0.263692	2.09333e-10	1.20717e-07	7.0367e-12	3.40088e-16	1.27401e-13	2.18128e-16	2.02663e-14	7.4996e-16	1.36296e-15
0.272785	2.22143e-10	1.25832e-07	7.19669e-12	4.89186e-16	1.13668e-13	5.93565e-16	1.2973e-14	4.8777e-16	8.18092e-16
0.281878	2.35539e-10	1.31173e-07	7.16371e-12	1.11794e-15	1.16587e-13	6.03644e-16	1.95192e-14	5.09844e-16	3.13621e-15
0.29097	2.49568e-10	1.3674e-07	7.04687e-12	7.77355e-16	1.20199e-13	4.85171e-16	2.39571e-14	8.69637e-16	5.18965e-15
0.300063	2.64024e-10	1.42538e-07	6.88232e-12	1.58808e-15	9.85835e-14	3.1324e-16	1.81202e-14	5.96609e-16	3.63208e-15
0.309156	2.79203e-10	1.48578e-07	6.72839e-12	1.22607e-15	1.09587e-13	7.71494e-16	2.67695e-14	6.46473e-16	7.57749e-16
0.318249	2.95046e-10	1.54868e-07	6.66321e-12	1.25674e-15	1.14398e-13	9.28898e-16	2.65503e-14	6.02376e-16	1.91143e-15
0.327342	3.11375e-10	1.61411e-07	6.50317e-12	2.02699e-15	1.07426e-13	8.05909e-16	1.92556e-14	7.18077e-16	1.13269e-15
0.336435	3.28562e-10	1.68216e-07	6.21622e-12	1.7842e-15	1.37979e-13	6.07353e-16	2.91247e-14	1.06356e-15	5.37258e-15
0.345527	3.46437e-10	1.75294e-07	5.92043e-12	1.94525e-15	1.36068e-13	3.41899e-16	2.59374e-14	7.90766e-16	6.13962e-15
0.35462	3.64895e-10	1.82654e-07	5.55166e-12	1.84451e-15	1.3057e-13	6.90039e-16	2.28323e-14	8.82766e-16	2.29829e-15
0.363713	3.84332e-10	1.90305e-07	5.18397e-12	1.5024e-15	1.59468e-13	1.70258e-16	3.47181e-14	9.01784e-16	2.20285e-15
0.372806	4.04475e-10	1.98263e-07	4.95795e-12	1.70607e-15	1.45314e-13	1.76621e-16	2.90219e-14	5.3021e-16	2.98539e-15
0.381899	4.25348e-10	2.06552e-07	4.73284e-12	1.77095e-15	1.48617e-13	7.32072e-16	2.8853e-14	4.20062e-16	1.94375e-15
0.390991	4.47308e-10	2.15223e-07	4.63164e-12	1.6432e-15	1.86153e-13	7.47401e-16	3.87777e-14	8.63201e-16	5.53387e-15
0.400084	4.70003e-10	2.24419e-07	4.73699e-12	1.43307e-15	1.72419e-13	7.73493e-16	2.87045e-14	1.24736e-15	4.57278e-15
0.409177	4.9369e-10	2.34491e-07	4.86521e-12	9.69918e-16	1.92517e-13	5.58691e-16	3.44154e-14	1.08429e-15	3.18842e-15
0.41827	5.18668e-10	2.46107e-07	5.16072e-12	1.24551e-15	2.25274e-13	1.21161e-15	4.41626e-14	8.42749e-16	7.7462e-15
0.427363	5.44689e-10	2.60234e-07	5.72208e-12	1.82338e-15	2.00699e-13	1.23814e-15	3.17543e-14	1.49521e-15	5.98813e-15
0.436456	5.72531e-10	2.77762e-07	6.26566e-12	1.62663e-15	2.24983e-13	2.78178e-16	4.39943e-14	1.48813e-15	7.90988e-16
0.445548	6.02464e-10	2.98663e-07	7.12971e-12	1.68153e-15	2.42306e-13	9.30908e-16	4.61739e-14	1.78261e-15	3.88726e-15
0.454641	6.34341e-10	3.21173e-07	8.32017e-12	1.83787e-15	2.28734e-13	1.11964e-15	3.45878e-14	1.61448e-15	1.41809e-15
0.463734	6.68837e-10	3.41958e-07	9.64565e-12	1.41475e-15	2.93163e-13	1.16873e-15	5.93778e-14	1.92176e-15	9.93273e-15
0.472827	7.05282e-10	3.57843e-07	1.1388e-11	1.70583e-15	3.11497e-13	1.40042e-15	5.87999e-14	2.38037e-15	1.29465e-14
0.48192	7.42714e-10	3.68289e-07	1.31176e-11	1.8468e-15	3.05254e-13	1.43776e-15	4.65196e-14	2.08254e-15	5.90256e-15
0.491013	7.81459e-10	3.76555e-07	1.45177e-11	2.32809e-15	3.62673e-13	1.38715e-15	6.62488e-14	2.09162e-15	3.28967e-15
0.500105	8.20752e-10	3.87714e-07	1.60793e-11	3.08319e-15	3.2692e-13	1.19809e-15	4.84198e-14	1.86853e-15	2.02749e-15
