time	m=0	m=1	m=2	m=2	m=4	m=5	m=5	m=7	m=8
0	2.04969e-15	3.12943e-16	7.02473e-17	3.84432e-16	1.18051e-16	1.0417e-16	2.40241e-16	2.4932e-16	3.1708e-17
0.00909282	1.71898e-13	4.52673e-09	4.65973e-15	1.26891e-16	1.27124e-16	2.98691e-16	7.2043e-17	1.4839e-16	1.7255e-16
0.0181856	1.28726e-12	1.61775e-08	3.84714e-15	6.90272e-17	1.40271e-15	7.82871e-17	6.67267e-16	2.27181e-16	1.91991e-16
0.0272785	3.90195e-12	3.03243e-08	3.88996e-14	3.18967e-16	1.0136e-14	3.71063e-16	2.26193e-15	4.97098e-16	7.80406e-16
0.0363713	8.02624e-12	4.22237e-08	1.886e-13	2.7758e-16	2.66666e-14	4.04181e-16	6.48556e-15	2.05646e-16	1.59014e-15
0.0454641	1.32414e-11	4.92264e-08	5.29889e-13	2.7226e-16	4.48985e-14	5.96787e-16	1.00836e-14	2.87124e-16	2.47228e-15
0.0545569	1.89868e-11	5.13598e-08	9.77839e-13	9.5918e-17	5.78688e-14	1.9732e-16	1.3666e-14	4.29698e-16	3.71375e-15
0.0636498	2.48092e-11	5.04051e-08	1.40405e-12	7.01391e-17	6.2464e-14	5.26877e-16	1.39819e-14	4.2398e-16	4.3171e-15
0.0727426	3.04649e-11	4.84789e-08	1.67976e-12	3.98678e-16	5.86155e-14	3.2324e-16	1.26093e-14	3.31172e-16	4.46598e-15
0.0818354	3.59025e-11	4.70207e-08	1.78563e-12	1.57739e-16	5.24535e-14	6.39323e-16	8.83736e-15	6.5313e-16	4.02435e-15
0.0909282	4.11702e-11	4.65051e-08	1.78815e-12	5.35575e-16	5.39624e-14	7.37649e-16	7.22992e-15	5.915e-16	2.29821e-15
0.100021	4.64465e-11	4.67178e-08	1.77322e-12	9.2861e-17	6.34777e-14	1.0232e-15	1.50917e-14	7.601e-16	4.15482e-16
0.109114	5.18061e-11	4.72134e-08	1.80952e-12	1.92423e-16	6.99549e-14	2.34741e-16	1.47051e-14	3.50472e-16	7.45916e-16
0.118207	5.7229e-11	4.76451e-08	1.88753e-12	1.54942e-16	7.2463e-14	8.08705e-16	1.78535e-14	3.94964e-16	1.13373e-15
0.1273	6.26729e-11	4.78766e-08	1.95402e-12	1.76041e-16	8.61448e-14	7.44455e-16	1.4984e-14	8.18793e-16	1.19291e-15
0.136392	6.80855e-11	4.79335e-08	2.02933e-12	2.71636e-16	1.0802e-13	8.53698e-16	1.48709e-14	1.8948e-16	2.15801e-16
0.145485	7.34858e-11	4.79014e-08	2.13116e-12	2.88967e-16	1.32677e-13	8.0098e-16	2.26869e-14	8.74739e-16	1.14819e-15
0.154578	7.89339e-11	4.7854e-08	2.24465e-12	6.04038e-16	1.5118e-13	5.10327e-16	1.50738e-14	1.15315e-15	2.89981e-15
0.163671	8.43991e-11	4.7831e-08	2.37219e-12	1.93129e-16	1.54928e-13	8.29668e-16	2.58093e-14	7.59722e-16	2.97896e-15
0.172764	8.98479e-11	4.78404e-08	2.46372e-12	4.51265e-16	1.56723e-13	8.83372e-16	3.79052e-15	1.63879e-15	2.59287e-15
0.181856	9.52528e-11	4.78683e-08	2.55624e-12	1.80127e-16	1.58434e-13	6.25158e-16	1.99265e-14	2.02266e-15	1.40613e-15
0.190949	1.00645e-10	4.78956e-08	2.68016e-12	3.68276e-16	1.63811e-13	1.1349e-15	1.83887e-14	2.09613e-15	5.35362e-17
0.200042	1.06092e-10	4.79147e-08	2.83354e-12	3.52635e-16	1.67433e-13	1.01823e-15	1.25302e-14	2.8937e-15	1.61657e-15
0.209135	1.11559e-10	4.79302e-08	3.05674e-12	4.36049e-16	1.5718e-13	1.1829e-15	3.31681e-14	3.18911e-15	2.47939e-15
