time	m=0	m=1	m=2	m=2	m=4	m=5	m=5	m=7	m=8
0	1.99654e-14	7.73587e-15	1.94032e-15	6.20109e-15	1.12609e-15	1.9374e-15	3.29026e-15	6.83099e-15	2.85481e-15
0.00909282	2.97589e-11	6.96102e-08	3.08141e-13	5.32864e-15	4.55255e-14	4.71519e-15	1.01202e-14	5.60719e-15	4.48562e-15
0.0181856	1.89832e-10	1.86149e-07	4.73808e-12	6.09744e-15	6.96731e-13	7.85733e-15	2.27627e-13	3.74489e-15	3.24332e-14
0.0272785	4.43645e-10	1.98942e-07	1.63474e-11	3.14398e-15	2.45062e-12	1.20522e-14	7.13539e-13	4.22268e-15	1.53505e-13
0.0363713	6.44557e-10	1.09514e-07	3.17296e-11	9.20713e-15	3.57623e-12	1.1176e-14	9.257e-13	1.00157e-14	2.40634e-13
0.0454641	7.54556e-10	7.55128e-08	4.9103e-11	6.63878e-14	2.71545e-12	1.55712e-14	6.15299e-13	1.36665e-14	2.27475e-13
0.0545569	8.5916e-10	9.82597e-08	3.6905e-11	2.66505e-13	1.49568e-12	4.45037e-14	4.84786e-13	2.32882e-14	1.58729e-13
0.0636498	1.02626e-09	1.68579e-07	4.47852e-11	1.04349e-12	9.73623e-13	2.57296e-13	2.76922e-13	1.61882e-13	6.03116e-14
0.0727426	1.2464e-09	1.68554e-07	4.37515e-11	1.68113e-12	2.46179e-12	2.29597e-13	3.09562e-13	1.75619e-13	3.37742e-14
0.0818354	1.42147e-09	1.14632e-07	3.64531e-11	1.81631e-12	3.23245e-12	1.843e-13	5.45096e-13	2.08472e-13	6.55317e-14
0.0909282	1.57242e-09	1.28893e-07	4.76195e-11	1.74725e-12	2.37707e-12	2.11707e-13	3.85457e-13	1.56131e-13	2.71159e-14
0.100021	1.72927e-09	1.18028e-07	4.11732e-11	1.6341e-12	1.4618e-12	2.68882e-13	5.73592e-13	1.40974e-13	4.43342e-14
0.109114	1.87949e-09	1.26992e-07	7.72591e-11	1.91954e-12	1.06899e-12	3.57655e-13	6.39316e-13	1.40122e-13	5.27656e-14
0.118207	2.04151e-09	1.20627e-07	7.62415e-11	2.60646e-12	2.89968e-12	5.42236e-13	7.23479e-13	2.57339e-13	5.99021e-14
0.1273	2.18219e-09	1.16089e-07	4.85791e-11	2.97702e-12	3.81392e-12	6.11799e-13	8.97845e-13	2.20211e-13	1.1665e-13
0.136392	2.3545e-09	1.60695e-07	4.69754e-11	2.84485e-12	3.50889e-12	5.81282e-13	9.39821e-13	2.14329e-13	1.729e-13
0.145485	2.54265e-09	1.35354e-07	5.19999e-11	2.61042e-12	2.22703e-12	5.2e-13	1.0126e-12	2.09672e-13	1.13465e-13
0.154578	2.67847e-09	8.36812e-08	9.20169e-11	2.47722e-12	9.79497e-13	5.26894e-13	1.16885e-12	2.56697e-13	3.31558e-14
0.163671	2.77543e-09	6.64526e-08	1.01463e-10	2.5543e-12	3.16517e-12	6.12046e-13	1.03022e-12	3.23892e-13	4.09375e-14
0.172764	2.88114e-09	1.09245e-07	5.99006e-11	2.48084e-12	4.81011e-12	6.50205e-13	8.87857e-13	3.58435e-13	7.43559e-14
0.181856	3.05537e-09	1.64359e-07	6.52517e-11	2.21549e-12	4.00193e-12	6.05531e-13	9.72939e-13	3.66294e-13	1.23296e-13
0.190949	3.24821e-09	1.38153e-07	6.38431e-11	1.85162e-12	2.16908e-12	4.91373e-13	8.5589e-13	3.22606e-13	1.0982e-13
0.200042	3.37776e-09	6.84191e-08	9.77462e-11	1.53338e-12	1.35684e-12	3.82552e-13	6.53774e-13	2.7934e-13	6.26724e-14
0.209135	3.45082e-09	5.16058e-08	1.09086e-10	1.26642e-12	1.83927e-12	3.14082e-13	4.7901e-13	2.55687e-13	1.79817e-15
0.218228	3.54969e-09	1.03347e-07	7.11735e-11	9.53002e-13	2.92225e-12	2.5516e-13	3.15097e-13	2.35226e-13	8.25813e-14
0.227321	3.71163e-09	1.4704e-07	9.19275e-11	4.46425e-13	3.4521e-12	1.85999e-13	2.31948e-13	2.50582e-13	1.17139e-13
0.236413	3.88619e-09	1.2556e-07	9.32093e-11	7.25319e-14	3.43791e-12	1.69619e-13	3.06799e-13	3.01827e-13	1.27526e-13
