time	m=0	m=1	m=2	m=2	m=4	m=5	m=5	m=7	m=8	m=9	m=10	m=11	m=11	m=13	m=14	m=15	m=16
1.18311	1.03408e-08	2.13349e-05	1.19041e-09	1.10662e-09	3.06165e-11	4.07115e-10	1.73506e-11	1.42064e-09	3.87502e-12	1.28517e-10	1.03461e-12	1.06854e-11	1.2781e-12	4.83e-12	1.57081e-12	2.0421e-08	8.80367e-08
1.19028	1.08953e-08	2.02721e-05	1.3055e-09	1.10623e-09	3.97733e-11	1.82723e-09	2.21141e-11	2.16345e-09	5.29327e-12	1.43059e-10	6.14376e-13	1.08715e-11	8.84976e-13	5.69077e-12	2.19039e-12	1.54439e-08	5.26408e-08
1.19745	1.14808e-08	1.92381e-05	1.38958e-09	2.26777e-09	4.56832e-11	3.29923e-09	2.49498e-11	2.83932e-09	5.73812e-12	1.46898e-10	5.18347e-13	1.10451e-11	6.75462e-13	6.39424e-12	2.10504e-12	1.12861e-08	9.29543e-10
1.20462	1.21005e-08	1.872e-05	1.48239e-09	2.0912e-09	4.90092e-11	4.72025e-09	2.38145e-11	3.36203e-09	5.72346e-12	1.39588e-10	5.49754e-13	1.12462e-11	1.97169e-13	6.93711e-12	1.80299e-12	1.26218e-08	6.47718e-08
1.21179	1.27579e-08	1.9287e-05	1.57282e-09	6.65412e-10	4.19805e-11	6.00218e-09	2.32687e-11	3.67694e-09	7.77139e-12	1.22437e-10	1.18883e-13	1.14777e-11	2.84191e-13	7.33563e-12	1.95893e-12	1.83714e-08	1.27237e-07
1.21896	1.34572e-08	2.14009e-05	1.68162e-09	2.00867e-09	3.06553e-11	7.06953e-09	2.26104e-11	3.7494e-09	7.69269e-12	9.88751e-11	4.79867e-13	1.17284e-11	5.79005e-13	7.65062e-12	2.30313e-12	2.41824e-08	1.74693e-07
1.22613	1.42031e-08	2.50725e-05	1.78937e-09	8.01936e-10	3.12712e-11	7.87779e-09	1.94018e-11	3.56478e-09	9.07819e-12	7.5992e-11	3.69894e-13	1.19423e-11	1.19772e-12	7.99096e-12	2.43071e-12	2.7917e-08	1.94051e-07
1.2333	1.49999e-08	2.99492e-05	1.92357e-09	1.47422e-09	5.03028e-11	8.39271e-09	1.65203e-11	3.13105e-09	8.53022e-12	6.66987e-11	4.48447e-13	1.20383e-11	1.30355e-12	8.425e-12	2.94866e-12	2.86093e-08	1.75677e-07
1.24047	1.58519e-08	3.56765e-05	2.00857e-09	1.68873e-09	6.28482e-11	8.58768e-09	1.27517e-11	2.4845e-09	7.68284e-12	7.91419e-11	2.22265e-13	1.19111e-11	2.30511e-12	8.97931e-12	3.30155e-12	2.60264e-08	1.16128e-07
1.24764	1.67636e-08	4.19116e-05	2.06562e-09	3.42362e-09	6.21858e-11	8.45345e-09	1.23195e-11	1.71328e-09	6.08303e-12	1.02547e-10	1.30466e-12	1.14497e-11	2.56433e-12	9.65522e-12	3.48243e-12	2.07428e-08	2.01021e-08
1.25481	1.77391e-08	4.82563e-05	2.05502e-09	3.92156e-09	5.75221e-11	7.98632e-09	1.44761e-11	1.09493e-09	6.71743e-12	1.24925e-10	1.8955e-12	1.05568e-11	3.32326e-12	1.0442e-11	4.64172e-12	1.47808e-08	9.89748e-08
1.26198	1.87821e-08	5.43854e-05	2.00914e-09	3.00368e-09	4.42466e-11	7.16191e-09	2.0415e-11	1.31567e-09	4.78162e-12	1.40121e-10	2.80336e-12	9.18039e-12	3.45137e-12	1.12142e-11	4.83642e-12	1.33365e-08	2.20116e-07
1.26915	1.98958e-08	6.0077e-05	1.90227e-09	2.68821e-09	3.84138e-11	5.97307e-09	2.85653e-11	2.16851e-09	4.04687e-12	1.45277e-10	3.43583e-12	7.36454e-12	5.61785e-12	1.18004e-11	4.57854e-12	1.90303e-08	3.1779e-07
1.27632	2.10838e-08	6.50739e-05	1.80143e-09	3.92378e-09	3.85791e-11	4.45613e-09	3.43173e-11	3.09581e-09	3.11482e-12	1.39569e-10	3.10953e-12	5.35395e-12	5.54117e-12	1.20157e-11	3.88533e-12	2.65427e-08	3.665e-07
1.28349	2.23495e-08	6.90971e-05	1.74052e-09	5.33789e-09	4.45647e-11	2.68738e-09	3.90676e-11	3.90392e-09	3.52826e-12	1.23925e-10	3.93068e-12	3.88232e-12	6.36929e-12	1.16852e-11	3.62513e-12	3.22938e-08	3.46248e-07
1.29066	2.36965e-08	7.19871e-05	1.76753e-09	4.94097e-09	5.1918e-11	8.1871e-10	4.05454e-11	4.49581e-09	6.34758e-12	1.0128e-10	5.41021e-12	4.21169e-12	5.44861e-12	1.06291e-11	3.4802e-12	3.46627e-08	2.479e-07
1.29783	2.51286e-08	7.36915e-05	1.88989e-09	3.79146e-09	5.71456e-11	1.45895e-09	3.77165e-11	4.80801e-09	8.20659e-12	7.78127e-11	7.56813e-12	5.9325e-12	7.33211e-12	8.82774e-12	1.73658e-12	3.29963e-08	7.72593e-08
1.305	2.66502e-08	7.42042e-05	2.08723e-09	3.903e-09	5.99934e-11	3.55315e-09	3.31262e-11	4.80258e-09	7.76327e-12	6.55216e-11	8.06759e-12	7.79544e-12	6.15586e-12	6.45503e-12	2.96341e-12	2.75335e-08	1.43252e-07
1.31217	2.8267e-08	7.36825e-05	2.29629e-09	4.99888e-09	6.11505e-11	5.63709e-09	2.45339e-11	4.46828e-09	6.41209e-12	7.50315e-11	5.04532e-12	9.29641e-12	5.18875e-12	3.77659e-12	4.47782e-12	1.98343e-08	3.7614e-07
1.31934	2.99853e-08	7.25666e-05	2.45319e-09	6.23768e-09	6.25579e-11	7.58093e-09	1.97586e-11	3.82444e-09	3.45524e-12	9.79776e-11	5.72422e-12	1.03758e-11	4.41805e-12	1.2171e-12	4.07324e-12	1.47986e-08	5.73927e-07
1.32651	3.18128e-08	7.1572e-05	2.52694e-09	4.95543e-09	6.94567e-11	9.28236e-09	1.7839e-11	2.93149e-09	8.20174e-12	1.21629e-10	4.77813e-12	1.11086e-11	3.53522e-12	1.58719e-12	5.94597e-12	1.94084e-08	6.87374e-07
1.33368	3.37583e-08	7.1709e-05	2.47431e-09	3.58469e-09	8.47284e-11	1.06616e-08	1.54738e-11	1.9398e-09	9.81365e-12	1.39099e-10	5.12191e-12	1.16185e-11	1.95715e-12	3.58449e-12	7.8518e-12	2.8913e-08	6.75689e-07
1.34085	3.5832e-08	7.41929e-05	2.28315e-09	3.73141e-09	9.95344e-11	1.16515e-08	1.34099e-11	1.36004e-09	6.91084e-12	1.46997e-10	3.35578e-12	1.1983e-11	1.05878e-12	5.32765e-12	8.35816e-12	3.73117e-08	5.16913e-07
1.34802	3.80463e-08	8.00052e-05	1.93632e-09	4.98539e-09	1.0982e-10	1.21992e-08	2.1099e-11	1.96662e-09	6.023e-12	1.43995e-10	2.73264e-12	1.22011e-11	1.47935e-12	6.89156e-12	9.82893e-12	4.19944e-08	2.16318e-07
1.35519	4.0414e-08	8.95195e-05	1.49675e-09	5.02177e-09	1.06161e-10	1.22747e-08	2.7929e-11	3.12474e-09	5.27197e-12	1.3049e-10	2.40899e-12	1.22153e-11	1.91933e-12	8.40908e-12	9.88745e-12	4.17522e-08	1.89396e-07
1.36236	4.29494e-08	0.000102512	1.01103e-09	2.68691e-09	8.29791e-11	1.18576e-08	2.81411e-11	4.28256e-09	5.29406e-12	1.08883e-10	1.40305e-12	1.18892e-11	3.42306e-12	9.93898e-12	1.24077e-11	3.64166e-08	6.33818e-07
1.36953	4.56679e-08	0.000118277	7.60352e-10	1.60842e-09	5.37463e-11	1.09238e-08	2.70527e-11	5.24454e-09	1.0614e-11	8.4437e-11	1.98411e-12	1.10164e-11	4.16997e-12	1.1583e-11	1.18212e-11	2.71101e-08	1.02924e-06
1.3767	4.8585e-08	0.000135856	1.08455e-09	2.02203e-09	2.69926e-11	9.46845e-09	3.51794e-11	5.90063e-09	1.08859e-11	6.81908e-11	4.46226e-12	9.38092e-12	7.59737e-12	1.34292e-11	1.3009e-11	1.78605e-08	1.28131e-06
1.38387	5.17164e-08	0.000154342	1.72018e-09	3.33741e-09	1.14163e-11	7.52308e-09	4.1633e-11	6.17884e-09	1.15708e-11	7.37719e-11	6.31047e-12	6.80075e-12	1.01324e-11	1.5437e-11	1.25861e-11	1.92173e-08	1.30794e-06
1.39104	5.50791e-08	0.000172921	2.43398e-09	2.36242e-09	3.02931e-11	5.1595e-09	5.60834e-11	6.03994e-09	1.04619e-11	9.68018e-11	6.1509e-12	3.12702e-12	1.34095e-11	1.75617e-11	1.28101e-11	3.07447e-08	1.0593e-06
1.39821	5.86904e-08	0.000190755	3.15055e-09	7.03512e-10	5.01351e-11	2.49184e-09	7.27911e-11	5.48052e-09	1.72449e-11	1.23157e-10	6.09675e-12	1.62317e-12	1.55666e-11	1.96334e-11	1.69015e-11	4.25882e-08	5.34842e-07
1.40538	6.25689e-08	0.000207065	3.8419e-09	1.74255e-09	7.42491e-11	6.42512e-10	8.17964e-11	4.53951e-09	2.04219e-11	1.44324e-10	1.12323e-11	7.27639e-12	1.88315e-11	2.1388e-11	1.39252e-11	5.04875e-08	2.06936e-07
1.41255	6.67338e-08	0.000221274	4.46606e-09	1.42155e-09	8.48924e-11	3.53319e-09	8.93703e-11	3.31876e-09	2.1991e-11	1.56141e-10	1.49232e-11	1.35433e-11	2.13063e-11	2.23377e-11	1.71433e-11	5.24777e-08	1.0495e-06
1.41972	7.12068e-08	0.000232967	5.02095e-09	2.20617e-09	1.01323e-10	6.56741e-09	8.62457e-11	2.09563e-09	1.77437e-11	1.56864e-10	1.47361e-11	2.00855e-11	2.61003e-11	2.20615e-11	1.68013e-11	4.78677e-08	1.83186e-06
1.4269	7.60106e-08	0.000241887	5.45051e-09	2.68517e-09	1.16227e-10	9.47407e-09	7.23431e-11	1.81458e-09	1.16819e-11	1.46402e-10	1.48006e-11	2.63994e-11	2.47968e-11	2.02405e-11	1.82979e-11	3.73225e-08	2.37445e-06
1.43407	8.11704e-08	0.000248121	5.78262e-09	4.81665e-09	1.41232e-10	1.21111e-08	5.42368e-11	2.97918e-09	1.45512e-12	1.26425e-10	7.2028e-12	3.19503e-11	2.77479e-11	1.67777e-11	1.39991e-11	2.38725e-08	2.51392e-06
1.44124	8.67121e-08	0.000252244	6.05589e-09	4.99578e-09	1.69151e-10	1.4352e-08	3.21716e-11	4.51945e-09	1.5784e-11	1.01188e-10	1.97802e-11	3.63664e-11	2.94055e-11	1.20447e-11	1.42424e-11	1.87678e-08	2.14141e-06
1.44841	9.26628e-08	0.00025533	6.45638e-09	4.48106e-09	2.0853e-10	1.60891e-08	3.23415e-11	5.94942e-09	1.98176e-11	7.9603e-11	1.4767e-11	3.96587e-11	2.73854e-11	7.25255e-12	6.46592e-12	3.14285e-08	1.23653e-06
1.45558	9.90539e-08	0.000259051	7.19936e-09	4.34385e-09	2.54537e-10	1.72318e-08	4.01354e-11	7.07115e-09	1.06698e-11	7.56171e-11	1.51393e-11	4.19487e-11	2.48584e-11	6.58513e-12	4.78223e-12	4.76141e-08	1.10891e-07
1.46275	1.05919e-07	0.000265652	8.58256e-09	5.97352e-09	2.84454e-10	1.77102e-08	4.61993e-11	7.76159e-09	1.57119e-11	9.22115e-11	1.4115e-11	4.34449e-11	2.24106e-11	1.15039e-11	7.70071e-12	5.99225e-08	1.69851e-06
1.46992	1.13296e-07	0.000277569	1.06795e-08	7.6683e-09	3.0215e-10	1.74732e-08	2.72533e-11	7.94219e-09	2.97051e-11	1.16858e-10	1.19058e-11	4.4119e-11	1.83924e-11	1.76846e-11	1.3753e-11	6.53221e-08	3.23281e-06
1.47709	1.21226e-07	0.000296877	1.35431e-08	7.30871e-09	3.09795e-10	1.64919e-08	1.74892e-11	7.57676e-09	3.14854e-11	1.39192e-10	1.2069e-11	4.40572e-11	1.18859e-11	2.36609e-11	2.41668e-11	6.24317e-08	4.37419e-06
1.48426	1.2976e-07	0.000324741	1.6986e-08	5.91792e-09	2.96261e-10	1.47628e-08	4.39563e-11	6.67563e-09	3.71619e-11	1.54239e-10	8.60826e-12	4.33238e-11	3.96304e-12	2.91032e-11	3.25347e-11	5.13811e-08	4.80073e-06
1.49143	1.38952e-07	0.000361055	2.08309e-08	6.13661e-09	2.73411e-10	1.23108e-08	6.72277e-11	5.30623e-09	3.87602e-11	1.58631e-10	7.38089e-12	4.16642e-11	4.89615e-12	3.38543e-11	4.21029e-11	3.43571e-08	4.2808e-06
1.4986	1.48868e-07	0.000404592	2.49153e-08	7.72788e-09	2.82427e-10	9.20359e-09	8.35604e-11	3.63662e-09	4.77842e-11	1.52237e-10	8.32468e-12	3.86678e-11	1.37391e-11	3.80819e-11	4.38881e-11	2.00753e-08	2.74038e-06
1.50577	1.59582e-07	0.000453525	2.90482e-08	8.30197e-09	2.98736e-10	5.55632e-09	8.44875e-11	2.21049e-09	3.14488e-11	1.37004e-10	1.50202e-11	3.39143e-11	2.90601e-11	4.20378e-11	5.2819e-11	3.01139e-08	3.09845e-07
1.51294	1.71177e-07	0.000505723	3.31535e-08	7.19757e-09	3.21533e-10	1.51293e-09	8.67435e-11	2.60024e-09	1.81164e-11	1.15549e-10	1.19823e-11	2.7086e-11	3.75005e-11	4.62874e-11	5.66781e-11	5.12962e-08	2.66388e-06
1.52011	1.83746e-07	0.000558887	3.71599e-08	5.50786e-09	3.23016e-10	2.79631e-09	8.90575e-11	4.44671e-09	1.96694e-11	9.48264e-11	2.13984e-11	1.7883e-11	5.05271e-11	5.10801e-11	5.22792e-11	6.94e-08	5.64934e-06
1.52728	1.97401e-07	0.000610828	4.10797e-08	5.75535e-09	3.3743e-10	7.17705e-09	1.14637e-10	6.45629e-09	2.24373e-11	8.3789e-11	3.31889e-11	7.93406e-12	6.11275e-11	5.66647e-11	5.88177e-11	7.97366e-08	8.00829e-06
1.53445	2.12286e-07	0.000659688	4.48734e-08	6.97944e-09	3.79529e-10	1.14623e-08	1.48287e-10	8.21571e-09	7.39841e-12	8.55419e-11	5.51088e-11	1.71454e-11	6.91739e-11	6.3115e-11	6.96932e-11	7.99945e-08	9.11173e-06
1.54162	2.28489e-07	0.000703947	4.8553e-08	6.37445e-09	3.98609e-10	1.54927e-08	1.61446e-10	9.50731e-09	1.60067e-11	1.11932e-10	3.75395e-11	3.35133e-11	8.01862e-11	6.90419e-11	7.00758e-11	6.96273e-08	8.47657e-06
1.54878	2.46175e-07	0.00074257	5.19839e-08	4.04547e-09	4.18174e-10	1.90163e-08	1.97549e-10	1.01758e-08	5.62532e-11	1.21366e-10	4.4037e-11	5.06017e-11	9.79062e-11	7.32425e-11	5.23938e-11	5.01181e-08	5.89801e-06
1.55595	2.65496e-07	0.00077534	5.49876e-08	2.61681e-09	4.39811e-10	2.18911e-08	1.83141e-10	1.01778e-08	7.67335e-11	1.31065e-10	2.8681e-11	7.17281e-11	9.43753e-11	7.55496e-11	6.44192e-11	2.71745e-08	1.54788e-06
1.56312	2.86612e-07	0.000803093	5.71479e-08	2.74368e-09	3.92528e-10	2.40074e-08	2.32397e-10	9.45184e-09	8.81387e-11	1.33962e-10	6.06273e-11	9.14131e-11	1.03794e-10	7.57813e-11	6.91311e-11	2.65558e-08	3.98818e-06
1.57029	3.09691e-07	0.000827843	5.81208e-08	3.25038e-09	3.2241e-10	2.52076e-08	2.08989e-10	8.0521e-09	6.71451e-11	1.27893e-10	3.16057e-11	1.09444e-10	1.06659e-10	7.35439e-11	5.28251e-11	5.225e-08	9.75523e-06
1.57746	3.34902e-07	0.000852981	5.74505e-08	1.53615e-09	2.73673e-10	2.5354e-08	1.85668e-10	6.07585e-09	7.52611e-11	1.17198e-10	3.15236e-11	1.24771e-10	9.79654e-11	6.84007e-11	6.9522e-11	7.74476e-08	1.45613e-05
1.58463	3.62415e-07	0.000883246	5.49401e-08	1.00862e-09	3.16875e-10	2.44324e-08	1.22421e-10	3.79986e-09	1.05117e-10	1.01955e-10	2.1594e-11	1.37542e-10	9.9579e-11	5.9744e-11	4.64601e-11	9.43707e-08	1.71868e-05
1.5918	3.92408e-07	0.000924169	5.13233e-08	2.2637e-09	5.05222e-10	2.24904e-08	3.31372e-11	2.36891e-09	1.07561e-10	8.70166e-11	3.72948e-11	1.48046e-10	9.8006e-11	4.68565e-11	6.4887e-11	9.94584e-08	1.66405e-05
1.59897	4.25067e-07	0.000981103	4.82879e-08	2.16145e-09	7.4788e-10	1.95405e-08	4.62815e-11	3.93481e-09	9.72546e-11	8.30237e-11	2.58039e-11	1.54214e-10	7.69666e-11	3.13226e-11	6.29376e-11	9.12795e-08	1.24168e-05
1.60614	4.60614e-07	0.00105805	4.98183e-08	2.656e-09	1.03066e-09	1.56129e-08	8.24126e-11	6.60901e-09	5.55154e-11	9.50937e-11	4.70772e-11	1.56276e-10	6.91691e-11	2.49122e-11	7.45427e-11	7.06414e-08	4.70006e-06
1.61331	4.99302e-07	0.00115659	6.00196e-08	3.53121e-09	1.25037e-09	1.08557e-08	1.10115e-10	9.19033e-09	4.0873e-11	1.06362e-10	4.99321e-11	1.53654e-10	5.48668e-11	4.395e-11	9.70279e-11	4.15489e-08	5.54032e-06
1.62048	5.41449e-07	0.0012756	7.88376e-08	5.37877e-09	1.45948e-09	5.61509e-09	1.85379e-10	1.13112e-08	4.39602e-11	1.17637e-10	4.34235e-11	1.45429e-10	2.95113e-11	7.2153e-11	1.02446e-10	2.33848e-08	1.66031e-05
1.62765	5.87479e-07	0.00141174	1.04455e-07	5.78377e-09	1.65189e-09	2.72716e-09	2.2884e-10	1.27793e-08	3.13243e-11	1.37548e-10	7.9677e-11	1.26824e-10	2.73439e-11	1.03198e-10	1.18766e-10	4.98308e-08	2.62771e-05
1.63482	6.37887e-07	0.00156004	1.33928e-07	4.8681e-09	1.79163e-09	7.80594e-09	2.81364e-10	1.33665e-08	8.81698e-11	1.20087e-10	6.99234e-11	1.23101e-10	6.27882e-11	1.24416e-10	1.41773e-10	8.30579e-08	3.22144e-05
1.64199	6.93344e-07	0.00171459	1.65444e-07	5.10329e-09	1.91882e-09	1.39482e-08	2.39019e-10	1.30651e-08	1.28656e-10	1.09293e-10	4.68165e-11	9.64793e-11	9.18672e-11	1.40816e-10	1.80358e-10	1.08203e-07	3.24083e-05
1.64916	7.54664e-07	0.00186927	1.9749e-07	7.61222e-09	2.09153e-09	1.98563e-08	2.08346e-10	1.17644e-08	1.45433e-10	1.04216e-10	7.37836e-11	7.35163e-11	1.35673e-10	1.51957e-10	1.97471e-10	1.2001e-07	2.56895e-05
1.65633	8.22834e-07	0.00201834	2.28194e-07	9.76759e-09	2.30349e-09	2.51843e-08	1.1129e-10	9.60773e-09	1.26709e-10	8.99191e-11	9.62797e-11	5.1492e-11	1.70207e-10	1.58616e-10	1.63543e-10	1.15919e-07	1.21417e-05
1.66349	8.98969e-07	0.00215682	2.56857e-07	9.77328e-09	2.46325e-09	2.97977e-08	1.43246e-10	6.81645e-09	2.51584e-10	2.04273e-10	1.49572e-10	2.91538e-10	5.92136e-11	4.61104e-10	1.81135e-10	9.61539e-08	6.67077e-06
1.67066	9.84488e-07	0.00228108	2.82183e-07	9.25197e-09	2.66058e-09	3.3355e-08	6.32257e-11	3.62954e-09	1.58315e-10	5.43108e-11	1.05018e-10	2.58539e-11	2.79204e-10	2.37238e-10	1.47893e-10	6.31485e-08	2.77473e-05
1.67783	1.08083e-06	0.0023897	3.0368e-07	1.04331e-08	2.65177e-09	3.58005e-08	2.77194e-10	2.76262e-09	2.1251e-10	4.30286e-11	1.47925e-10	1.21621e-10	2.51425e-10	2.20246e-10	1.32849e-10	2.89352e-08	4.70133e-05
1.685	1.18955e-06	0.00248419	3.20563e-07	1.17698e-08	2.53126e-09	3.70148e-08	2.34041e-10	6.00151e-09	2.22646e-10	9.62882e-11	1.63292e-10	1.61585e-10	3.55554e-10	2.34162e-10	1.01365e-10	4.45802e-08	5.99823e-05
1.69217	1.31228e-06	0.00256969	3.31684e-07	1.18437e-08	2.18046e-09	3.67293e-08	1.71601e-10	9.78401e-09	1.50583e-10	1.13375e-10	1.77603e-10	2.177e-10	3.58425e-10	2.556e-10	1.31102e-10	8.62968e-08	6.26376e-05
1.69934	1.45066e-06	0.00265569	3.36215e-07	9.84266e-09	1.72317e-09	3.47176e-08	1.66582e-10	1.30576e-08	3.01991e-11	1.41072e-10	1.77855e-10	2.82724e-10	3.61524e-10	2.7783e-10	1.45383e-10	1.21586e-07	5.23855e-05
1.7065	1.6063e-06	0.00275612	3.32041e-07	7.44285e-09	9.80069e-10	3.1041e-08	4.58508e-10	1.56526e-08	1.47386e-10	1.6842e-10	1.95903e-10	3.46601e-10	4.14207e-10	2.96336e-10	1.28398e-10	1.42267e-07	2.88902e-05
1.71367	1.78075e-06	0.00288807	3.1814e-07	6.05128e-09	9.6357e-11	2.60055e-08	7.11505e-10	1.71683e-08	1.22826e-10	1.60422e-10	1.83858e-10	4.03616e-10	4.2243e-10	3.06072e-10	1.35947e-10	1.44037e-07	5.41132e-06
1.72084	1.97554e-06	0.00306908	2.95539e-07	5.29928e-09	8.52603e-10	2.00067e-08	8.20499e-10	1.76503e-08	2.23657e-10	1.34156e-10	1.68069e-10	4.51745e-10	4.36842e-10	3.0032e-10	1.27152e-10	1.256e-07	4.52882e-05
1.72801	2.19222e-06	0.00331335	2.71736e-07	5.21227e-09	1.91088e-09	1.37318e-08	8.07637e-10	1.692e-08	3.5878e-10	1.1705e-10	1.83727e-10	4.93073e-10	3.90736e-10	2.74553e-10	9.77784e-11	8.9195e-08	8.32885e-05
1.73517	2.43251e-06	0.00362817	2.698e-07	4.41136e-09	2.90321e-09	9.17097e-09	6.17641e-10	1.49026e-08	4.37382e-10	8.82986e-11	8.0084e-11	5.13941e-10	4.28958e-10	2.24336e-10	1.19229e-10	4.38521e-08	0.0001109
1.74234	2.69856e-06	0.00401229	3.21654e-07	5.57012e-09	4.04788e-09	1.06044e-08	6.90426e-10	1.1641e-08	4.07814e-10	1.69412e-11	7.81631e-11	5.17327e-10	3.15709e-10	1.48561e-10	9.46294e-11	4.24772e-08	0.000120169
1.74951	2.99315e-06	0.00445661	4.39847e-07	9.1133e-09	4.97641e-09	1.72581e-08	1.05111e-09	7.40143e-09	3.84818e-10	1.15446e-10	2.20094e-11	4.93209e-10	2.75213e-10	4.43767e-11	2.58035e-10	9.31419e-08	0.00010551
1.75667	3.31985e-06	0.00494601	6.12397e-07	1.17862e-08	6.41311e-09	2.50034e-08	1.32171e-09	2.80075e-09	5.47083e-10	1.43838e-10	1.57429e-10	4.35346e-10	1.781e-10	2.15268e-10	3.80315e-10	1.39537e-07	6.53689e-05
1.76384	3.68371e-06	0.00546149	8.25462e-07	1.18208e-08	7.81141e-09	3.34203e-08	1.60229e-09	3.58779e-09	5.89482e-10	2.11281e-10	1.23074e-10	3.79305e-10	6.03316e-11	3.88203e-10	6.50698e-10	1.68415e-07	3.34576e-06
1.771	4.09147e-06	0.00598221	1.0669e-06	1.12986e-08	9.21795e-09	4.15449e-08	1.97715e-09	8.87854e-09	5.8407e-10	3.27896e-10	2.64243e-10	3.05773e-10	5.6404e-11	5.59968e-10	6.93034e-10	1.73278e-07	7.15671e-05
1.77817	4.55199e-06	0.00648711	1.32599e-06	1.26042e-08	1.04501e-08	4.752e-08	1.64744e-09	1.39598e-08	4.74196e-10	3.38474e-10	4.42243e-10	2.8148e-10	3.31499e-10	7.10467e-10	1.03698e-09	1.51791e-07	0.000145853
1.78533	5.07611e-06	0.00695641	1.5919e-06	1.39346e-08	1.15763e-08	5.03915e-08	2.265e-09	1.85964e-08	4.1082e-10	2.53006e-10	4.39455e-10	2.87564e-10	4.61813e-10	8.08158e-10	1.0611e-09	1.06064e-07	0.000203482
1.7925	5.67736e-06	0.00737348	1.85669e-06	1.53515e-08	1.20775e-08	5.11073e-08	2.40002e-09	2.21105e-08	9.58605e-10	3.06135e-10	1.01374e-09	1.00804e-09	1.05245e-09	1.24152e-09	1.41444e-09	4.44741e-08	0.000228844
1.79966	6.37149e-06	0.00772719	2.11291e-06	2.06162e-08	1.32769e-08	5.12289e-08	1.95055e-09	2.29771e-08	6.46867e-10	2.93377e-11	6.14544e-10	6.95461e-10	1.02716e-09	1.13228e-09	1.3031e-09	4.14776e-08	0.000210184
1.80683	7.1765e-06	0.00801471	2.35727e-06	2.33311e-08	1.37901e-08	5.11519e-08	1.90761e-09	2.3332e-08	9.87007e-10	4.756e-10	1.00306e-09	1.01906e-09	1.47384e-09	9.8806e-10	1.27736e-09	1.11071e-07	0.000142868
1.81399	8.11152e-06	0.00824485	2.58536e-06	2.46465e-08	1.43063e-08	5.01725e-08	1.75519e-09	2.16435e-08	8.09594e-10	3.89609e-10	9.85831e-10	9.81191e-10	1.45705e-09	1.05286e-09	1.06315e-09	1.72155e-07	3.17691e-05
1.82115	9.19724e-06	0.00844205	2.80099e-06	2.45166e-08	1.44375e-08	4.70344e-08	8.63547e-10	1.91513e-08	1.18204e-09	4.39007e-10	8.84546e-10	1.00262e-09	1.26398e-09	1.25573e-09	1.0731e-09	2.13437e-07	0.000107915
1.82832	1.04538e-05	0.00864958	3.00668e-06	2.45414e-08	1.34835e-08	4.0075e-08	2.39134e-09	1.55638e-08	1.62223e-09	4.32103e-10	7.30574e-10	1.07707e-09	1.57212e-09	1.0654e-09	9.32464e-10	2.28522e-07	0.000251895
1.83548	1.19018e-05	0.0089296	3.20425e-06	2.3575e-08	1.16172e-08	3.02004e-08	2.37046e-09	9.47392e-09	1.13698e-09	2.41042e-10	7.00995e-10	9.9576e-10	1.67362e-09	1.19308e-09	1.53479e-09	2.14932e-07	0.000370214
1.84264	1.35607e-05	0.00935717	3.40603e-06	2.4231e-08	8.98778e-09	1.83652e-08	3.31012e-09	1.92151e-09	1.1982e-09	4.45527e-10	4.30437e-10	1.31548e-09	1.46525e-09	1.04849e-09	1.04153e-09	1.73806e-07	0.000432546
1.8498	1.54493e-05	0.010006	3.63224e-06	3.08329e-08	6.07039e-09	1.57617e-08	3.24558e-09	5.76862e-09	1.41988e-09	5.49917e-10	5.60616e-10	1.48031e-09	1.56404e-09	1.06038e-09	1.00788e-09	1.07996e-07	0.000414605
1.85696	1.75853e-05	0.0109296	3.92473e-06	3.9275e-08	7.00896e-09	2.85772e-08	3.10811e-09	1.2634e-08	8.80584e-10	6.33574e-10	4.00033e-10	1.45379e-09	1.11972e-09	9.93461e-10	1.72366e-09	3.72083e-08	0.00030452
1.86412	1.99893e-05	0.0121467	4.35415e-06	4.88795e-08	1.0886e-08	4.0759e-08	2.16256e-09	2.0029e-08	4.42757e-10	7.61346e-10	6.17666e-10	2.11859e-09	1.69728e-09	8.10137e-10	2.02899e-09	1.04821e-07	0.000107792
1.87127	2.26837e-05	0.0136395	4.99576e-06	6.50255e-08	1.71411e-08	5.07191e-08	3.21588e-09	2.25063e-08	1.16042e-09	1.27609e-09	1.81069e-09	1.44033e-09	1.22777e-09	1.60763e-09	2.44085e-09	2.23352e-07	0.000150497
1.87843	2.56971e-05	0.0153603	5.92763e-06	8.27129e-08	2.1892e-08	5.85718e-08	4.42717e-09	2.89383e-08	1.20406e-09	7.02072e-10	1.10252e-09	1.69835e-09	6.32587e-10	7.51e-10	2.49212e-09	3.45946e-07	0.000427205
1.88559	2.90685e-05	0.0172419	7.1731e-06	9.68979e-08	2.76283e-08	6.65854e-08	4.56062e-09	3.10813e-08	4.76027e-10	4.23716e-10	8.16092e-10	1.67301e-09	7.1101e-10	3.5433e-10	3.18735e-09	4.56057e-07	0.000666852
1.89274	3.2853e-05	0.0192064	8.71594e-06	1.14417e-07	3.24471e-08	7.49114e-08	1.00979e-08	2.9628e-08	9.46805e-10	4.91751e-10	1.15086e-09	1.13003e-09	8.69858e-10	4.86779e-10	4.03194e-09	5.33307e-07	0.000811034
