time	m=0	m=1	m=2	m=2	m=4	m=5	m=5	m=7	m=8	m=9	m=10	m=11	m=11	m=13	m=14	m=15	m=16
1.8999	3.71236e-05	0.0211705	1.04966e-05	1.35514e-07	3.74904e-08	8.2102e-08	7.89129e-09	2.74493e-08	2.21278e-09	2.51712e-10	1.01508e-09	7.60957e-10	1.25349e-09	1.28705e-09	4.1508e-09	5.52221e-07	0.000810332
1.90705	4.19848e-05	0.0230506	1.24396e-05	1.56951e-07	4.10081e-08	8.44675e-08	1.12345e-08	2.34687e-08	3.57592e-09	1.15381e-09	1.27705e-09	9.90787e-10	7.20915e-10	1.55265e-09	4.93018e-09	4.95412e-07	0.000636603
1.9142	4.75643e-05	0.0247668	1.44464e-05	1.71486e-07	4.74147e-08	7.42559e-08	1.12168e-08	2.18715e-08	5.1824e-09	1.35678e-09	1.12686e-09	1.80999e-09	9.99541e-10	2.14465e-09	3.4612e-09	3.63727e-07	0.000293109
1.92135	5.40212e-05	0.0262492	1.64406e-05	1.8826e-07	5.28663e-08	5.68149e-08	8.72754e-09	1.57294e-08	2.50344e-09	1.55514e-09	2.56171e-09	3.03314e-09	1.31177e-09	3.17272e-09	4.15371e-09	2.55134e-07	0.000180039
1.9285	6.15505e-05	0.0274452	1.83515e-05	2.02048e-07	5.75883e-08	4.31068e-08	6.32591e-09	1.45202e-08	2.87009e-09	4.05095e-09	1.24347e-09	1.60525e-09	1.88261e-09	4.44788e-09	1.06051e-08	4.20312e-07	0.000707295
1.93565	7.03772e-05	0.0283297	2.02097e-05	2.15169e-07	5.90229e-08	6.08262e-08	8.82844e-09	1.54495e-08	5.28358e-09	3.34854e-09	3.62376e-09	4.50565e-09	2.28848e-09	6.92043e-09	1.39262e-08	7.35757e-07	0.00118682
1.9428	8.07442e-05	0.0289196	2.20273e-05	2.23384e-07	6.30276e-08	8.45233e-08	1.07425e-08	3.24228e-08	1.10999e-09	5.74309e-09	1.36573e-09	2.8776e-09	2.47916e-09	5.52658e-09	1.18174e-08	1.02764e-06	0.00150719
1.94994	9.29212e-05	0.0292911	2.40409e-05	2.2146e-07	5.74664e-08	9.27432e-08	9.0601e-09	4.03539e-08	7.41194e-10	2.26111e-09	3.6987e-09	7.68059e-09	5.99429e-09	2.4236e-09	1.23116e-08	1.22094e-06	0.00156931
1.95708	0.000107192	0.029599	2.64878e-05	2.29538e-07	5.45661e-08	8.85155e-08	7.92103e-09	3.57235e-08	2.04138e-09	2.37412e-09	2.56714e-09	4.75414e-09	6.62554e-09	3.9611e-09	1.44134e-08	1.27746e-06	0.0013098
1.96422	0.000123825	0.0300891	2.97623e-05	2.28907e-07	5.33146e-08	6.36768e-08	7.10582e-09	3.26585e-08	7.88896e-10	4.06087e-09	1.56987e-09	1.87728e-09	3.13208e-09	5.56394e-09	1.22595e-08	1.18911e-06	0.000721353
1.97136	0.000143099	0.0310873	3.42429e-05	2.46028e-07	3.92156e-08	3.03998e-08	7.55453e-09	2.44289e-08	5.21105e-09	1.66247e-09	5.88819e-10	3.84685e-10	2.86713e-09	3.36847e-09	1.11631e-08	1.07235e-06	0.00013488
1.97849	0.000165261	0.0329443	4.03413e-05	2.96619e-07	3.78187e-08	7.0853e-08	1.67759e-08	4.03617e-08	7.22463e-09	4.92883e-09	4.67353e-09	1.1359e-09	2.79507e-09	3.9787e-09	2.17146e-08	1.11734e-06	0.00112905
1.98562	0.000190566	0.0359396	4.83912e-05	3.43363e-07	1.61593e-08	1.45137e-07	2.02095e-08	4.32204e-08	1.00347e-08	1.2126e-08	3.42524e-09	6.14136e-09	5.73608e-09	5.99333e-09	3.31141e-08	1.41104e-06	0.0020771
1.99275	0.000219259	0.0401961	5.86397e-05	4.00752e-07	2.82473e-08	1.81837e-07	9.93346e-09	3.72741e-08	3.88244e-09	2.44206e-09	2.0012e-09	5.06887e-09	6.66437e-09	8.98081e-10	7.32764e-08	1.82865e-06	0.00276924
1.99988	0.000251623	0.0456588	7.11538e-05	4.76649e-07	3.83075e-08	2.10758e-07	2.74931e-08	1.19274e-08	4.95868e-09	1.25084e-08	7.05201e-09	6.27641e-09	1.16288e-08	1.42196e-09	1.15181e-07	2.21145e-06	0.00300961
2.007	0.000287975	0.0521364	8.60118e-05	5.90567e-07	6.0789e-08	2.07068e-07	2.28169e-08	8.11176e-09	1.50801e-08	5.59263e-09	3.68115e-09	8.36843e-10	8.11779e-09	3.95092e-09	1.48738e-07	2.38199e-06	0.00266024
2.01412	0.000328752	0.0593575	0.00010278	7.19884e-07	9.80733e-08	1.87662e-07	3.21456e-08	2.19319e-08	4.12828e-09	4.42647e-09	3.26365e-09	3.6674e-09	1.15003e-08	4.78263e-09	1.71325e-07	2.29009e-06	0.00168123
2.02124	0.00037454	0.0670102	0.000121062	8.95504e-07	1.4863e-07	1.35236e-07	4.87377e-08	1.58987e-08	1.98508e-09	3.93367e-10	2.97177e-09	2.68702e-09	1.10945e-08	5.24941e-09	1.78993e-07	2.18976e-06	0.000157997
2.02835	0.000426169	0.0747662	0.000139964	1.16752e-06	1.69744e-07	1.61009e-07	3.60453e-08	3.35249e-08	1.22727e-08	1.68017e-08	2.36302e-08	1.34685e-08	2.02178e-08	1.41928e-08	2.18247e-07	3.01501e-06	0.00169311
2.03546	0.000484728	0.0822926	0.000158529	1.59986e-06	1.93872e-07	1.82578e-07	3.26284e-08	6.00538e-08	1.38717e-08	2.18338e-09	2.63129e-08	1.11561e-08	3.65657e-08	8.43191e-09	2.38641e-07	5.05944e-06	0.00354495
2.04257	0.000551684	0.0892644	0.000175446	2.31675e-06	2.13924e-07	2.06455e-07	1.47236e-08	6.54919e-08	2.94103e-08	9.47458e-09	4.07363e-08	3.41338e-09	1.1803e-07	1.40075e-08	4.27785e-07	7.69027e-06	0.0050079
2.04967	0.000628896	0.0953808	0.000189464	3.21338e-06	2.257e-07	2.24519e-07	5.73126e-08	2.14956e-08	3.22341e-08	2.96551e-08	3.57251e-08	1.00865e-08	1.91753e-07	4.14055e-09	6.83581e-07	1.01164e-05	0.00570045
2.05677	0.000718647	0.100384	0.00019964	4.10726e-06	2.37666e-07	2.71618e-07	5.11618e-08	4.17968e-08	9.06009e-09	1.43544e-08	5.90647e-08	1.25746e-08	2.13539e-07	1.58084e-08	7.97711e-07	1.15696e-05	0.00533026
2.06387	0.000823661	0.104092	0.000205397	4.90961e-06	3.20117e-07	4.27384e-07	9.38437e-08	1.40558e-07	1.3676e-08	9.43066e-09	3.45281e-08	1.24166e-08	1.61788e-07	4.85306e-08	6.90488e-07	1.15621e-05	0.00377269
2.07095	0.000947	0.106438	0.000207566	5.73117e-06	2.98792e-07	5.88198e-07	6.49982e-08	1.75954e-07	1.30445e-08	3.32098e-08	2.1906e-08	2.19288e-08	1.18836e-07	1.77379e-08	5.65203e-07	1.03377e-05	0.00112858
2.07804	0.00109202	0.107538	0.000208754	6.7029e-06	3.13256e-07	6.92598e-07	7.4823e-08	1.9493e-07	9.13783e-09	3.85643e-08	2.52774e-08	1.9262e-08	1.53773e-07	2.73935e-08	5.41539e-07	9.4327e-06	0.00225533
2.08511	0.00126229	0.107763	0.000215482	7.48887e-06	2.73515e-07	6.9234e-07	3.63224e-08	1.60527e-07	6.40624e-08	3.49472e-08	4.43365e-08	3.05928e-08	1.20869e-07	8.02035e-08	7.16915e-07	1.17895e-05	0.00581223
2.09218	0.00146146	0.107835	0.00023812	7.9885e-06	2.08336e-07	6.79177e-07	7.7398e-08	2.43851e-07	3.12177e-08	4.42785e-08	1.09755e-07	2.29095e-08	9.8327e-08	8.3938e-08	1.27844e-06	1.6687e-05	0.00883525
2.09923	0.00169311	0.108872	0.00028852	8.3328e-06	1.8925e-07	8.43183e-07	6.93236e-08	1.71719e-07	3.62886e-09	4.09022e-08	1.68774e-07	3.75624e-08	3.64023e-07	8.88933e-08	1.84438e-06	2.15236e-05	0.0106001
2.10628	0.00196081	0.112324	0.000374046	8.23513e-06	1.58958e-07	1.14543e-06	7.64051e-08	2.18414e-07	3.13221e-08	2.64661e-08	2.21972e-07	1.94227e-08	5.07759e-07	3.97376e-08	2.12481e-06	2.44971e-05	0.0105108
2.11332	0.00226779	0.119666	0.000497513	7.74293e-06	1.32117e-07	1.47563e-06	7.55666e-08	2.014e-07	2.54966e-08	2.88837e-08	1.83288e-07	2.48749e-08	2.98322e-07	8.67795e-08	2.01426e-06	2.44841e-05	0.00824413
2.12035	0.00261713	0.131926	0.00065935	7.36226e-06	2.88382e-07	1.55314e-06	1.10455e-07	1.69183e-07	4.7746e-08	3.06221e-08	2.73272e-07	7.20782e-08	3.37732e-07	4.46373e-08	2.38179e-06	2.30291e-05	0.00386373
2.12737	0.00301204	0.149361	0.000858955	8.76408e-06	3.68627e-07	1.55004e-06	1.14973e-07	4.2914e-08	8.07119e-08	5.16179e-08	3.01261e-07	5.45461e-08	8.38302e-07	1.50141e-07	3.37946e-06	2.50108e-05	0.00212258
2.13439	0.00345582	0.171508	0.00109452	1.31089e-05	3.76215e-07	2.11156e-06	1.33382e-07	2.03729e-07	8.73312e-08	2.78885e-08	3.83318e-07	4.56129e-08	1.51513e-06	9.43602e-08	4.6886e-06	3.61469e-05	0.00878254
2.14139	0.00395239	0.197435	0.00136053	2.10151e-05	3.91862e-07	3.20775e-06	3.49285e-08	5.64164e-07	3.9836e-07	5.13578e-08	1.10172e-06	1.2402e-07	3.53907e-06	4.47626e-07	7.44485e-06	5.44756e-05	0.0148801
2.14838	0.00450742	0.225999	0.00164897	3.29815e-05	7.77756e-07	4.48019e-06	2.01919e-08	9.21727e-07	8.80977e-07	2.04799e-08	2.44326e-06	1.63345e-07	6.18523e-06	2.77009e-07	1.10231e-05	7.56716e-05	0.0190848
2.15536	0.00512827	0.255985	0.00194755	4.79125e-05	1.27418e-06	5.52722e-06	5.02839e-07	1.36977e-06	1.41048e-06	1.80542e-07	3.62398e-06	2.51602e-07	8.24067e-06	3.19956e-07	1.34657e-05	9.4305e-05	0.0202199
2.16233	0.00582556	0.286165	0.00223977	6.49991e-05	2.08317e-06	5.88108e-06	6.8722e-07	1.68612e-06	1.58128e-06	2.49822e-07	3.8686e-06	1.84151e-07	8.05353e-06	4.71558e-07	1.33749e-05	0.000102707	0.0175166
2.16928	0.00661322	0.315286	0.0025062	8.48768e-05	3.13275e-06	5.75586e-06	9.7522e-07	1.7003e-06	1.6677e-06	2.73514e-07	3.18297e-06	1.35588e-07	6.11192e-06	6.18689e-07	1.07112e-05	9.2683e-05	0.0108331
2.17623	0.00750986	0.342108	0.00272602	0.000111771	3.63817e-06	5.59805e-06	9.10321e-07	1.56975e-06	1.44801e-06	3.34845e-07	2.48798e-06	1.41954e-07	4.49428e-06	1.3243e-07	5.49248e-06	7.54626e-05	0.000791952
2.18317	0.00853785	0.365503	0.00287465	0.000147024	4.62671e-06	5.81509e-06	1.03122e-06	1.4889e-06	1.64888e-06	3.8481e-07	1.88572e-06	5.80769e-07	1.89175e-06	1.89107e-06	1.31747e-05	7.87051e-05	0.0111854
2.19009	0.00972509	0.384543	0.00293368	0.000189808	5.46752e-06	7.66408e-06	1.20739e-06	1.67442e-06	1.48372e-06	5.76059e-07	2.87214e-06	1.35722e-06	6.47507e-06	1.53669e-06	3.10329e-05	0.000131222	0.023057
2.19699	0.0111028	0.398482	0.0028794	0.000234836	6.71354e-06	9.43154e-06	4.10542e-07	1.69523e-06	1.91463e-06	4.21109e-07	4.54268e-06	2.72899e-06	1.52642e-05	2.21605e-06	5.58135e-05	0.000207559	0.0324735
2.20387	0.0127076	0.406988	0.00270818	0.000278952	5.80793e-06	9.88138e-06	1.28046e-06	1.44965e-06	1.59149e-06	9.01136e-07	6.45262e-06	2.01559e-06	2.09776e-05	3.39519e-06	7.22864e-05	0.000284516	0.037222
2.21073	0.0145785	0.410398	0.00242633	0.000319322	7.44528e-06	9.16609e-06	9.52836e-07	1.44059e-06	1.62928e-06	9.05476e-07	6.28318e-06	2.35006e-06	1.70368e-05	3.18095e-06	7.08122e-05	0.000328902	0.0356453
2.21757	0.0167579	0.409878	0.00209736	0.000356433	4.67832e-06	1.10892e-05	1.80352e-07	1.30685e-06	2.80081e-06	6.16941e-07	7.40645e-06	2.19813e-06	1.25349e-05	1.14562e-06	5.41276e-05	0.00033757	0.0270191
2.22439	0.0192851	0.407543	0.00193467	0.000396082	6.52262e-06	1.33704e-05	1.1202e-06	7.02167e-07	3.1196e-06	6.9419e-08	1.01137e-05	6.62526e-07	1.73617e-05	2.55242e-06	2.96381e-05	0.000310206	0.0118139
2.23118	0.0221977	0.406898	0.00232507	0.000446606	5.38595e-06	1.35404e-05	8.201e-07	9.72609e-07	3.8909e-06	3.10487e-07	1.14909e-05	6.95282e-07	2.22768e-05	4.42448e-06	4.22571e-05	0.000284857	0.00813867
2.23794	0.0255274	0.413013	0.00344244	0.000519629	7.42014e-06	1.15885e-05	1.7316e-06	2.55167e-06	4.74329e-06	1.40566e-06	9.06518e-06	2.09587e-06	2.51675e-05	4.85094e-06	8.75619e-05	0.000302908	0.0298195
2.24468	0.0293036	0.431533	0.00517787	0.000612988	5.48613e-06	1.68777e-05	2.87571e-06	2.04634e-06	4.82175e-06	1.95317e-06	7.10484e-06	3.9288e-06	2.38536e-05	1.3933e-05	0.000136823	0.000368898	0.0495024
2.25139	0.0335512	0.466961	0.00745915	0.000726339	5.64209e-06	2.89136e-05	4.88089e-06	2.21436e-06	5.75108e-06	2.45379e-06	5.77066e-06	3.48419e-06	2.84258e-05	1.83535e-05	0.000180205	0.000495446	0.0633441
2.25808	0.0382876	0.521467	0.010248	0.000870727	1.41446e-05	4.57263e-05	6.13823e-06	6.94985e-06	9.11228e-06	3.66834e-06	7.22186e-06	3.00904e-06	3.93111e-05	1.93297e-05	0.000210486	0.000621328	0.0680299
2.26474	0.0435342	0.594457	0.0135292	0.00105483	3.05752e-05	5.77477e-05	8.91605e-06	1.49041e-05	1.31622e-05	5.18425e-06	1.45234e-05	6.2969e-07	5.27859e-05	2.70462e-05	0.00022006	0.000626375	0.0614192
2.27137	0.0493181	0.682917	0.0172241	0.00128892	5.63381e-05	5.57899e-05	8.54028e-06	1.71595e-05	1.19267e-05	6.32323e-06	1.43687e-05	2.23214e-06	5.49673e-05	1.86642e-05	0.000169205	0.000577289	0.0429754
2.27797	0.0556644	0.782699	0.021263	0.00163177	9.37253e-05	4.4634e-05	6.79192e-06	1.50397e-05	1.13202e-05	6.77139e-06	1.41616e-05	4.88514e-06	4.76195e-05	1.8517e-05	8.48814e-05	0.000558315	0.0141832
2.28455	0.0626094	0.889875	0.0254698	0.0021521	0.000146471	3.15874e-05	6.38534e-06	8.7034e-06	1.22829e-05	6.79719e-06	8.31425e-06	6.63884e-06	3.63811e-05	8.51287e-06	7.39028e-05	0.000647041	0.0214119
2.2911	0.070202	1.00045	0.0296793	0.00288459	0.000218666	3.48274e-05	1.07781e-05	3.34531e-06	2.25741e-05	7.03145e-06	3.12743e-05	1.05232e-05	7.30842e-05	1.58596e-05	0.00019991	0.00102923	0.058549
2.29762	0.0785258	1.11007	0.0336068	0.00381167	0.000305835	5.51168e-05	1.99494e-05	6.2483e-06	3.88364e-05	9.17577e-06	7.45871e-05	1.32416e-05	0.0001543	3.86707e-05	0.000323086	0.00156297	0.0912729
2.3041	0.0876782	1.21447	0.0370896	0.00492351	0.000405712	7.96171e-05	3.34423e-05	2.03442e-05	6.00384e-05	1.11047e-05	0.000115602	1.76843e-05	0.000222713	5.20999e-05	0.000420453	0.00217464	0.113612
2.31055	0.097811	1.31056	0.0397456	0.00617166	0.000497488	0.000110427	4.40413e-05	3.97383e-05	7.23639e-05	2.34506e-05	0.000140636	3.63371e-05	0.000249595	7.60564e-05	0.000429376	0.00278535	0.120687
2.31699	0.109117	1.39532	0.0414606	0.0074984	0.000576867	0.000138981	5.013e-05	5.64749e-05	8.01734e-05	3.26127e-05	0.000147058	3.9357e-05	0.000218686	0.000103272	0.00037867	0.00307376	0.109408
2.32339	0.121798	1.46501	0.0418321	0.00890218	0.000635325	0.000173615	4.54637e-05	6.01414e-05	7.89587e-05	2.7113e-05	0.000140011	4.48674e-05	0.000176625	8.6841e-05	0.000267525	0.00298016	0.0790797
2.32975	0.136068	1.51643	0.0408769	0.010368	0.000662013	0.000224266	4.34398e-05	5.06698e-05	7.1795e-05	2.06303e-05	0.00014424	3.97668e-05	0.000200496	6.16101e-05	0.000215442	0.0026415	0.0320656
2.33606	0.152148	1.54852	0.0382312	0.0118956	0.000681087	0.000283436	3.51057e-05	3.45894e-05	6.54565e-05	1.91897e-05	0.000159064	3.08802e-05	0.000257258	3.77967e-05	0.000348926	0.00203099	0.0261584
2.34232	0.170266	1.5621	0.0339176	0.0135271	0.000681977	0.000353124	2.75901e-05	1.48508e-05	5.78201e-05	2.45722e-05	0.00017403	8.82025e-06	0.000284999	7.85296e-05	0.000569163	0.00166201	0.0878912
2.34853	0.190656	1.55885	0.0278195	0.0153313	0.000697528	0.000433778	2.30415e-05	1.13185e-05	4.80002e-05	3.17437e-05	0.000197363	3.39099e-05	0.000301185	0.000220541	0.000770536	0.00247211	0.144387
2.35471	0.213548	1.54218	0.0200953	0.0173971	0.000743955	0.00052344	1.65998e-05	3.02107e-05	4.30564e-05	3.05427e-05	0.000191311	6.69387e-05	0.00035559	0.000305401	0.000973655	0.0038564	0.187237
2.36083	0.239076	1.51947	0.0118463	0.0197921	0.00089389	0.000632322	2.81987e-05	5.32972e-05	4.71429e-05	2.23221e-05	0.000176454	0.000119189	0.000420374	0.000358155	0.00118243	0.00509425	0.209158
2.36691	0.26737	1.50211	0.0104882	0.0225004	0.00117709	0.00075111	4.65811e-05	7.68163e-05	4.0585e-05	3.16457e-05	0.000166426	0.000129125	0.000454599	0.000403765	0.00134864	0.00602394	0.205154
