time	m=0	m=1	m=2	m=2	m=4	m=5	m=5	m=7	m=8
0	2.04969e-15	3.12943e-16	7.02473e-17	3.84432e-16	1.18051e-16	1.0417e-16	2.40241e-16	2.4932e-16	3.1708e-17
0.00909282	1.58649e-13	4.52877e-09	4.11699e-15	2.12705e-16	2.43194e-16	7.63661e-17	1.7524e-16	1.51293e-16	2.48175e-16
0.0181856	1.19299e-12	1.62069e-08	3.40754e-15	6.42473e-16	1.72235e-15	3.92104e-17	5.31755e-16	3.08577e-16	9.05282e-17
0.0272785	3.62418e-12	3.04525e-08	3.6076e-14	3.7619e-16	9.89628e-15	2.74984e-16	2.18599e-15	4.00353e-16	5.54608e-16
0.0363713	7.47063e-12	4.25532e-08	1.77758e-13	2.40201e-16	2.64553e-14	1.48008e-16	6.27245e-15	2.94574e-16	1.43975e-15
0.0454641	1.23556e-11	4.98464e-08	5.02316e-13	5.93571e-16	4.4048e-14	1.47855e-16	1.0167e-14	1.63932e-16	2.78408e-15
0.0545569	1.77689e-11	5.23019e-08	9.32726e-13	3.91067e-16	5.7071e-14	3.27818e-16	1.34835e-14	2.18618e-16	3.73255e-15
0.0636498	2.32878e-11	5.16278e-08	1.35111e-12	6.4625e-16	6.17918e-14	2.33363e-16	1.46969e-14	1.12726e-16	4.60175e-15
0.0727426	2.86825e-11	4.98867e-08	1.63205e-12	2.59033e-16	5.87691e-14	3.22954e-16	1.25558e-14	9.10288e-17	4.82412e-15
0.0818354	3.38921e-11	4.85072e-08	1.7528e-12	5.40125e-16	5.3197e-14	2.46169e-16	9.22606e-15	4.55254e-16	3.90886e-15
0.0909282	3.89476e-11	4.79947e-08	1.77058e-12	5.19458e-16	5.36341e-14	9.3261e-17	8.38405e-15	2.13017e-16	2.68225e-15
0.100021	4.3999e-11	4.8183e-08	1.76595e-12	1.27738e-16	6.29345e-14	2.56665e-16	1.29668e-14	1.76871e-16	6.4774e-16
0.109114	4.91315e-11	4.86651e-08	1.80556e-12	7.96343e-16	7.06124e-14	5.58918e-16	1.62755e-14	7.18911e-16	6.89305e-16
0.118207	5.43244e-11	4.91114e-08	1.8883e-12	5.27895e-16	7.42455e-14	7.07853e-17	1.63923e-14	1.80881e-16	9.31127e-16
0.1273	5.95384e-11	4.93841e-08	1.96269e-12	3.99207e-16	8.67283e-14	3.58213e-16	1.51109e-14	3.05187e-16	8.37973e-16
0.136392	6.4727e-11	4.9497e-08	2.04049e-12	6.05397e-16	1.07105e-13	4.46951e-16	1.53539e-14	2.00889e-16	5.41629e-16
0.145485	6.99135e-11	4.95232e-08	2.14818e-12	5.13291e-16	1.32385e-13	4.11473e-17	1.85959e-14	3.31168e-16	1.23546e-15
0.154578	7.51502e-11	4.95291e-08	2.26564e-12	2.92561e-16	1.50561e-13	2.53e-16	2.01033e-14	2.27041e-16	2.42113e-15
0.163671	8.04068e-11	4.95534e-08	2.40071e-12	5.26718e-16	1.54619e-13	3.43578e-16	1.73353e-14	4.57686e-16	2.68745e-15
0.172764	8.56521e-11	4.96067e-08	2.49781e-12	4.45122e-16	1.55091e-13	2.73787e-16	1.2853e-14	1.61639e-16	2.41565e-15
0.181856	9.08537e-11	4.96789e-08	2.59785e-12	4.38648e-16	1.57195e-13	4.15283e-16	6.94976e-15	4.46627e-16	1.32402e-15
